,Bag,Boot,Coat,Dress,Pullover,Sandal,Shirt,Sneaker,Top,Trouser,predict,actual,path
47,1.0,7.679887e-15,6.8068096e-14,4.28526e-15,2.1976278e-11,5.391204e-15,3.5915116e-13,1.0264253e-13,1.8223621e-12,1.250659e-16,Bag,Bag,test/Bag/141.png
48,0.9999778,2.2904031e-07,5.443332e-07,1.5598128e-07,4.986774e-06,3.423673e-07,5.5530295e-06,7.9735895e-07,9.470773e-06,3.188888e-08,Bag,Bag,test/Bag/142.png
49,0.99999976,6.1636043e-09,1.1254277e-07,2.9799516e-08,1.7773827e-07,7.501585e-10,4.2062705e-08,6.156825e-09,3.4617397e-08,4.3139808e-10,Bag,Bag,test/Bag/143.png
50,1.0,5.7476492e-11,5.361827e-10,7.170359e-11,9.251504e-09,2.546309e-11,7.498954e-10,1.6227435e-10,1.7798512e-09,1.7918212e-12,Bag,Bag,test/Bag/144.png
51,1.0,2.0327323e-12,1.2680549e-11,3.215705e-12,4.4827095e-10,1.2362676e-12,2.4667404e-10,2.1962031e-11,1.1995712e-09,1.0156752e-13,Bag,Bag,test/Bag/145.png
52,1.0,5.3060377e-13,2.6848038e-12,5.6019946e-13,7.510076e-10,1.2774612e-12,8.3229826e-11,3.621334e-11,2.1181255e-09,1.8368424e-14,Bag,Bag,test/Bag/146.png
53,0.9456971,0.0065482818,0.012581768,0.008298453,0.011496665,0.0022445936,0.004883224,0.0022407288,0.0022836335,0.0037253867,Bag,Bag,test/Bag/147.png
54,1.0,5.5535644e-14,2.214601e-12,1.4441053e-13,3.5539408e-11,1.1750658e-14,2.5266128e-12,2.2059238e-13,4.9635114e-12,1.163668e-15,Bag,Bag,test/Bag/148.png
55,0.99999285,1.909671e-08,1.09217986e-07,3.593441e-08,1.4563759e-06,1.8358403e-08,1.5989945e-06,8.513989e-08,3.9440533e-06,4.0202566e-09,Bag,Bag,test/Bag/149.png
56,1.0,3.0297917e-15,1.2577507e-14,1.022723e-15,3.8388927e-12,1.7184979e-15,7.934929e-14,2.2596522e-14,3.2348598e-13,2.3684034e-17,Bag,Bag,test/Bag/15.png
57,1.0,3.642954e-12,2.5590606e-11,3.8551605e-12,8.6346025e-10,1.2245103e-12,6.44833e-11,1.1736922e-11,2.3682986e-10,6.9803606e-14,Bag,Bag,test/Bag/150.png
58,1.0,1.691713e-15,8.573716e-14,5.4601044e-15,2.5989076e-12,3.3808134e-16,9.2757216e-14,8.183746e-15,2.3717896e-13,2.0265756e-17,Bag,Bag,test/Bag/151.png
59,1.0,1.5317157e-10,5.849188e-10,1.9875898e-10,1.20015535e-08,6.998021e-11,9.4906065e-09,9.260343e-10,2.5465946e-08,1.2050876e-11,Bag,Bag,test/Bag/152.png
60,0.9999925,2.1136996e-08,8.8402864e-08,3.7187398e-08,1.2191622e-06,1.651097e-08,9.140635e-07,1.4482721e-07,5.106207e-06,2.9136424e-09,Bag,Bag,test/Bag/153.png
61,0.9999993,1.0997787e-08,8.083644e-08,2.8603237e-08,3.0594293e-07,3.269277e-09,9.891507e-08,1.4124887e-08,1.692398e-07,6.870668e-10,Bag,Bag,test/Bag/154.png
62,1.0,2.5317986e-12,2.6241478e-11,7.518066e-12,1.0832181e-09,2.5223803e-12,8.733369e-10,4.715387e-11,8.735422e-09,1.6488709e-13,Bag,Bag,test/Bag/155.png
63,0.9999566,4.6205054e-07,4.2514526e-07,1.6645943e-07,1.49526095e-05,1.2561189e-06,1.7229322e-06,7.301072e-06,1.7100649e-05,2.6577204e-08,Bag,Bag,test/Bag/156.png
64,1.0,1.2559071e-18,3.9808504e-17,1.5142429e-18,1.2968421e-14,4.749986e-19,2.2526055e-16,1.561447e-17,8.85951e-16,9.331106e-21,Bag,Bag,test/Bag/157.png
65,0.99393374,0.0002025199,0.00015617577,9.742705e-05,0.0009949153,0.0006055926,0.0008193414,0.00089891755,0.002264273,2.7105185e-05,Bag,Bag,test/Bag/158.png
66,1.0,2.2152716e-13,1.8881092e-12,2.3053068e-13,2.3521554e-10,2.9262565e-13,3.2334815e-11,5.971809e-12,2.0615931e-10,8.975307e-15,Bag,Bag,test/Bag/159.png
67,1.0,3.3015305e-14,2.9564388e-13,6.383025e-14,2.3976269e-11,1.6372185e-14,1.0631534e-11,7.9825377e-13,7.185747e-11,1.3070252e-15,Bag,Bag,test/Bag/16.png
68,0.9999994,7.783101e-09,1.8108338e-08,5.074665e-09,2.4820977e-07,3.2445286e-09,9.843534e-08,3.1403253e-08,2.9616328e-07,6.2647826e-10,Bag,Bag,test/Bag/160.png
69,0.99999976,1.8083958e-10,7.739489e-10,7.5012226e-11,1.9242115e-07,1.5411838e-10,4.235355e-09,2.3084967e-09,3.046351e-08,1.2178886e-11,Bag,Bag,test/Bag/161.png
70,0.9999995,1.5595357e-09,6.744481e-09,1.2258834e-09,3.0623963e-07,1.3834573e-09,3.234694e-08,9.403733e-09,1.6360684e-07,1.0756343e-10,Bag,Bag,test/Bag/162.png
71,1.0,1.209589e-12,8.5219444e-12,1.9809796e-12,4.0006704e-10,8.911332e-13,1.3919961e-10,1.9761089e-11,7.0290596e-10,5.94733e-14,Bag,Bag,test/Bag/163.png
72,1.0,2.0808437e-14,1.9972012e-13,4.1231877e-14,1.4097825e-11,9.4527666e-15,5.6792756e-12,5.2006213e-13,4.255344e-11,6.543442e-16,Bag,Bag,test/Bag/164.png
73,1.0,6.2197795e-18,3.5555455e-16,1.25426554e-17,3.3551212e-14,1.525869e-18,5.4801126e-16,4.5184724e-17,1.4783949e-15,4.4670167e-20,Bag,Bag,test/Bag/165.png
74,1.0,1.8615788e-09,4.795426e-09,1.3258026e-09,3.6535035e-08,4.4287693e-10,5.014829e-09,1.6417536e-09,1.1764396e-08,4.5016428e-11,Bag,Bag,test/Bag/166.png
75,1.0,3.1709185e-17,9.562072e-16,4.2836375e-17,2.2249687e-13,1.1056025e-17,3.649945e-15,3.4675946e-16,2.1016207e-14,2.5429207e-19,Bag,Bag,test/Bag/167.png
76,0.9999995,1.3914334e-09,7.889882e-09,2.1020137e-09,1.5452434e-07,9.640053e-10,7.082085e-08,8.290571e-09,2.262061e-07,1.4645334e-10,Bag,Bag,test/Bag/168.png
77,1.0,5.0310343e-11,2.4967223e-10,4.170333e-11,4.6186877e-09,2.1080755e-11,1.7976434e-09,2.3546243e-10,3.2947574e-09,3.716562e-12,Bag,Bag,test/Bag/169.png
78,0.9998597,3.4727893e-07,2.390215e-06,6.1148285e-07,1.8906905e-05,4.3075048e-07,3.7653837e-05,1.4069076e-06,7.8370904e-05,1.2664583e-07,Bag,Bag,test/Bag/17.png
79,0.99935323,2.349647e-07,2.517662e-06,9.383972e-07,3.0395762e-05,6.28321e-07,4.9672486e-05,2.3197063e-06,0.00055994675,6.480234e-08,Bag,Bag,test/Bag/170.png
80,1.0,8.082709e-12,9.319289e-11,2.1214993e-11,3.459455e-09,7.396344e-12,2.316198e-09,9.121745e-11,9.531679e-09,9.68915e-13,Bag,Bag,test/Bag/171.png
81,0.99963796,3.521619e-06,7.8007615e-06,5.154897e-06,3.6572816e-05,9.817135e-06,9.6520715e-05,1.0984513e-05,0.00019120397,5.1245627e-07,Bag,Bag,test/Bag/172.png
82,1.0,2.39825e-14,2.1163079e-13,3.7402962e-14,2.3987843e-11,1.746074e-14,8.938403e-12,6.9250915e-13,7.5883876e-11,8.8644116e-16,Bag,Bag,test/Bag/173.png
83,1.0,1.7813215e-13,1.7562906e-11,1.8788337e-12,3.0267266e-10,8.636018e-14,2.5987304e-11,1.497097e-12,1.8302644e-10,7.559754e-15,Bag,Bag,test/Bag/174.png
84,0.9999987,5.803664e-09,9.0939825e-09,1.8452196e-09,7.9150243e-07,8.377322e-09,4.8322768e-08,7.1455936e-08,3.6596865e-07,2.4304356e-10,Bag,Bag,test/Bag/175.png
85,0.9994535,8.8619646e-07,4.1305434e-06,1.3719292e-06,0.00010121569,1.360652e-06,3.369405e-05,5.975375e-06,0.000397597,2.1141211e-07,Bag,Bag,test/Bag/176.png
86,0.99983287,5.0423404e-07,4.8916758e-05,2.0972857e-06,8.5631465e-05,3.219447e-07,1.1973582e-05,1.0381407e-06,1.6537258e-05,1.6425442e-07,Bag,Bag,test/Bag/177.png
87,1.0,5.5672063e-13,6.889011e-12,1.2874608e-12,3.8755568e-10,3.969531e-13,1.1276384e-10,1.3131098e-11,9.863471e-10,3.1673327e-14,Bag,Bag,test/Bag/178.png
88,1.0,1.4716001e-12,1.1859203e-11,1.2967915e-12,6.583384e-10,5.9040793e-13,3.489478e-11,6.6860684e-12,1.3675064e-10,3.0432532e-14,Bag,Bag,test/Bag/179.png
89,0.9999999,2.9744591e-09,3.2198233e-08,7.721741e-09,1.2001856e-07,5.539357e-10,1.9007233e-08,3.729719e-09,2.577945e-08,1.7251886e-10,Bag,Bag,test/Bag/18.png
90,0.8586689,0.0009244422,0.02213245,0.0032060724,0.014094455,0.0010628409,0.03551391,0.0017988449,0.06197289,0.00062525366,Bag,Bag,test/Bag/180.png
91,1.0,3.5256969e-12,8.33343e-12,1.0178866e-12,9.495871e-10,1.7937943e-12,5.1671476e-11,2.4205696e-11,2.1015327e-10,6.606062e-14,Bag,Bag,test/Bag/181.png
92,0.99998593,4.8512852e-08,1.741916e-07,6.2558684e-08,2.5254815e-06,5.3503868e-08,3.438312e-06,2.2699959e-07,7.640708e-06,9.284518e-09,Bag,Bag,test/Bag/182.png
93,1.0,3.7144025e-15,2.9444227e-14,3.0460158e-15,7.1241277e-12,2.3468301e-15,3.615216e-13,3.8054853e-14,1.713251e-12,5.6602824e-17,Bag,Bag,test/Bag/183.png
94,1.0,7.3823046e-20,4.3175288e-18,1.1473654e-19,2.1295548e-15,2.4929931e-20,2.2965163e-17,1.4835393e-18,1.3501198e-16,4.0473724e-22,Bag,Bag,test/Bag/184.png
95,1.0,4.368798e-14,1.1939723e-12,2.3191285e-13,1.0167932e-10,8.7834335e-14,1.1176153e-10,2.102084e-12,1.4675968e-09,3.3927399e-15,Bag,Bag,test/Bag/185.png
96,1.0,1.2591627e-13,1.6212568e-12,2.53047e-13,1.5530882e-10,1.2330337e-13,3.5579966e-11,5.0015725e-12,3.904724e-10,6.262333e-15,Bag,Bag,test/Bag/186.png
97,1.0,9.1454726e-11,6.814423e-10,1.3212781e-10,1.2695621e-08,3.4480155e-11,2.122582e-09,2.556603e-10,3.7044658e-09,4.6962755e-12,Bag,Bag,test/Bag/187.png
98,1.0,8.2777275e-13,3.543637e-12,6.0596965e-13,4.2207493e-10,6.552544e-13,7.7070496e-11,1.7979604e-11,5.3336546e-10,3.752358e-14,Bag,Bag,test/Bag/188.png
99,1.0,8.01316e-15,3.2354523e-13,2.63808e-14,6.2131468e-12,1.1565784e-15,2.3544366e-13,3.2387972e-14,5.0617626e-13,9.8469135e-17,Bag,Bag,test/Bag/189.png
100,1.0,4.9668568e-11,7.3205897e-10,6.5350766e-11,1.7912303e-08,2.1160518e-11,1.9392241e-09,2.2572058e-10,5.663037e-09,3.5416908e-12,Bag,Bag,test/Bag/19.png
101,1.0,1.9653537e-12,9.4852404e-11,5.7935323e-12,2.4513342e-09,9.971751e-13,2.7960095e-10,1.5126057e-11,9.642687e-10,1.4042688e-13,Bag,Bag,test/Bag/190.png
102,0.9999994,4.5766252e-10,6.4703736e-09,2.2762805e-09,8.436452e-08,4.7949816e-10,1.2581131e-07,3.8993204e-09,4.0419462e-07,9.523086e-11,Bag,Bag,test/Bag/191.png
103,0.13102096,0.0057188827,0.16355929,0.150935,0.11528926,0.0032010379,0.23891883,0.0030058038,0.18299498,0.0053560054,Shirt,Bag,test/Bag/192.png
104,1.0,5.30285e-13,4.436585e-12,4.662945e-13,2.4850252e-10,2.1568098e-13,1.6514755e-11,2.5167193e-12,4.712456e-11,1.3346668e-14,Bag,Bag,test/Bag/193.png
105,1.0,8.749791e-14,2.3747692e-12,1.5471195e-13,4.7955764e-11,2.1646515e-14,2.685398e-12,3.078734e-13,5.1428787e-12,1.6330042e-15,Bag,Bag,test/Bag/194.png
106,1.0,4.3941507e-15,8.922399e-14,8.500633e-15,2.8140903e-12,8.047435e-16,9.787738e-14,1.2473202e-14,2.7177457e-13,3.6416388e-17,Bag,Bag,test/Bag/195.png
107,1.0,8.541255e-17,1.3196703e-15,1.7067114e-16,2.3506942e-13,5.507333e-17,6.5163844e-14,3.5492866e-15,3.6441683e-13,1.7935495e-18,Bag,Bag,test/Bag/196.png
108,0.99999917,8.854533e-09,2.6126031e-08,1.066127e-08,2.908881e-07,5.124102e-09,1.6227135e-07,3.357049e-08,3.9997576e-07,7.908738e-10,Bag,Bag,test/Bag/197.png
109,1.0,2.711098e-13,2.4037523e-12,4.29338e-13,9.908097e-11,1.1692067e-13,2.6210315e-11,3.2420453e-12,9.845328e-11,1.1553398e-14,Bag,Bag,test/Bag/198.png
110,1.0,3.892586e-15,1.4134212e-13,2.0546956e-14,3.4229566e-12,8.995011e-16,2.1223431e-13,1.6733671e-14,7.047978e-13,4.7715477e-17,Bag,Bag,test/Bag/199.png
111,1.0,5.225155e-15,7.302975e-14,6.522138e-15,3.3223927e-12,1.311125e-15,9.7378526e-14,1.8814137e-14,3.1096173e-13,4.8277013e-17,Bag,Bag,test/Bag/2.png
112,1.0,1.019196e-12,5.8024236e-12,1.0720228e-12,3.262824e-10,5.7193416e-13,7.977112e-11,1.1132448e-11,3.1565678e-10,4.1916184e-14,Bag,Bag,test/Bag/20.png
113,0.9999999,9.845013e-10,6.801064e-09,2.0376067e-09,5.1751044e-08,3.9293557e-10,3.6852914e-08,3.0972283e-09,6.747562e-08,1.1628787e-10,Bag,Bag,test/Bag/200.png
114,1.0,2.008782e-12,1.1970616e-09,1.5284725e-11,4.4550186e-09,8.3053876e-13,2.388604e-10,1.3610472e-11,3.1998007e-10,1.8574962e-13,Bag,Bag,test/Bag/201.png
115,0.9926963,1.202434e-05,0.00023109246,1.9865249e-05,0.00050129264,1.5339581e-05,0.0052109784,3.516097e-05,0.0012670124,1.1025909e-05,Bag,Bag,test/Bag/202.png
116,0.99866164,5.0161934e-06,2.0277626e-05,7.398417e-06,0.0002192226,9.5062705e-06,0.00013947865,2.5843116e-05,0.00091040146,1.2918723e-06,Bag,Bag,test/Bag/203.png
117,1.0,7.750876e-15,6.8802453e-14,9.66461e-15,1.973683e-11,9.1298725e-15,1.8434358e-12,1.6555423e-13,1.7456004e-11,1.9904823e-16,Bag,Bag,test/Bag/204.png
118,1.0,3.2428707e-14,1.4097812e-13,1.8286416e-14,1.767306e-11,1.7152502e-14,2.4132985e-12,9.256727e-13,2.6279746e-11,5.98297e-16,Bag,Bag,test/Bag/205.png
119,1.0,8.870771e-16,1.6669386e-14,1.0737566e-15,2.4151772e-12,4.962782e-16,9.621595e-14,1.0600578e-14,3.3615927e-13,1.5469335e-17,Bag,Bag,test/Bag/206.png
120,1.0,8.517516e-14,9.469107e-13,8.333931e-14,4.2277168e-11,1.7059093e-14,1.3530305e-12,2.3679385e-13,2.7325815e-12,1.4544754e-15,Bag,Bag,test/Bag/207.png
121,0.9999931,4.6746436e-08,3.7360627e-07,6.30996e-08,2.6158932e-06,2.6266925e-08,1.1691559e-06,1.4279371e-07,2.536782e-06,8.241798e-09,Bag,Bag,test/Bag/208.png
122,0.9999999,1.0605236e-09,4.475518e-09,6.9392353e-10,1.424492e-07,6.127476e-10,6.899277e-09,3.1530127e-09,2.200227e-08,5.233573e-11,Bag,Bag,test/Bag/209.png
123,0.9999999,2.5634925e-10,1.7607599e-09,5.6752203e-10,3.8466254e-08,2.0216948e-10,2.7130287e-08,2.3814903e-09,1.7576177e-07,2.7666397e-11,Bag,Bag,test/Bag/21.png
124,0.9999825,6.640368e-07,4.8703673e-06,1.4930673e-06,6.8343625e-06,9.1785985e-08,1.8124808e-06,4.8282027e-07,1.1839442e-06,9.248258e-08,Bag,Bag,test/Bag/210.png
125,1.0,2.5141573e-12,3.4030126e-11,6.6722587e-12,1.1351616e-09,1.9344999e-12,5.621055e-10,3.0614046e-11,1.491237e-09,2.469175e-13,Bag,Bag,test/Bag/211.png
126,1.0,1.3799739e-13,1.8341032e-12,2.4550538e-13,9.403764e-11,8.259822e-14,2.9438712e-11,2.0652e-12,1.0928945e-10,8.011999e-15,Bag,Bag,test/Bag/212.png
127,1.0,3.892983e-17,2.186652e-15,1.5366652e-16,1.473945e-13,1.4214045e-17,5.2249956e-15,2.9030146e-16,2.1974694e-14,3.9479392e-19,Bag,Bag,test/Bag/213.png
128,1.0,8.141461e-15,1.1908013e-13,6.8802945e-15,1.051074e-11,2.4269213e-15,2.8106773e-13,4.3884408e-14,7.6095266e-13,1.00772734e-16,Bag,Bag,test/Bag/214.png
129,1.0,5.0759548e-17,1.2385339e-15,5.574973e-17,1.759595e-13,2.8259057e-17,3.0550926e-15,3.417874e-16,1.0411578e-14,4.8308284e-19,Bag,Bag,test/Bag/215.png
130,1.0,2.1599665e-10,8.930028e-10,2.0175156e-10,3.720045e-08,1.5023446e-10,1.1151932e-08,2.3042346e-09,5.908882e-08,2.0519062e-11,Bag,Bag,test/Bag/216.png
131,0.9999995,1.1812208e-09,3.190933e-09,7.3787343e-10,2.3044247e-07,2.6979943e-09,2.7020384e-08,1.3863505e-08,2.3193732e-07,5.8093006e-11,Bag,Bag,test/Bag/217.png
132,1.0,2.077578e-12,9.035386e-12,1.6525239e-12,1.8115283e-09,1.7887378e-12,2.1918353e-10,2.041639e-11,1.1596589e-09,1.088736e-13,Bag,Bag,test/Bag/218.png
133,1.0,6.218018e-20,3.4127636e-18,6.617354e-20,1.4199156e-15,2.2551375e-20,8.7844885e-18,1.1729675e-18,3.1009046e-17,2.7928587e-22,Bag,Bag,test/Bag/219.png
134,0.9999347,1.05106e-06,2.8726236e-06,7.480876e-07,2.7317223e-05,7.8574806e-07,7.99556e-06,2.8211348e-06,2.1671804e-05,1.647415e-07,Bag,Bag,test/Bag/22.png
135,0.9999994,7.870848e-10,6.4157364e-09,1.9290742e-09,1.09994936e-07,6.8167455e-10,9.544831e-08,6.923477e-09,4.094118e-07,1.2550877e-10,Bag,Bag,test/Bag/220.png
