,Unnamed: 0,Bag,Boot,Coat,Dress,Pullover,Sandal,Shirt,Sneaker,Top,Trouser,predict,actual,path
1176,1176,0.00065085286,0.40569776,9.043185e-05,0.00025524423,0.00014168474,0.5887111999999999,0.00018191241999999998,0.0035611133,0.00043862575,0.00027119298,Sandal,Boot,test/Boot/258.png
1197,1197,6.209978e-05,0.34054562,0.00020137223,6.824562e-05,0.000111905574,0.0012063561,0.00014059147,0.65740997,0.00015089536,0.000102963146,Sneaker,Boot,test/Boot/277.png
1198,1198,0.00015717256,0.30540797,0.00039487245000000004,0.00015317146999999998,0.00023867215,0.0021771903,0.00031668172,0.69060075,0.00036128375,0.00019221607,Sneaker,Boot,test/Boot/278.png
1200,1200,0.00018358366,0.15965743,0.00034283227,0.00011898138999999999,0.0003116544,0.0026243294,0.00040176062999999995,0.8358065,0.00042261165999999995,0.0001302644,Sneaker,Boot,test/Boot/28.png
1202,1202,0.00034098102999999995,0.44007358,0.0006311944,0.00027948976,0.00036447542,0.004474095,0.0005711703,0.5523145,0.0005301925700000001,0.00042023,Sneaker,Boot,test/Boot/281.png
1244,1244,0.0007226260000000001,0.40927246,0.0013856752,0.0007279567699999999,0.0008745475999999999,0.0047586956,0.0012182939,0.5788889,0.001369674,0.00078121456,Sneaker,Boot,test/Boot/319.png
1268,1268,0.00018735557,0.22237784,0.00039533160000000006,0.00016172052999999999,0.00030443194999999997,0.002556639,0.00045185155,0.7729377,0.00044293260000000004,0.0001841918,Sneaker,Boot,test/Boot/340.png
1278,1278,0.00011371661,0.4499728,0.00031288759999999996,0.00012886382,0.00016161481000000002,0.0019431321,0.00021190103,0.5467361,0.00022582683999999997,0.00019316103,Sneaker,Boot,test/Boot/35.png
1279,1279,8.11722e-05,0.09764625,0.00015792423999999998,4.8343874e-05,0.00014283712,0.0017197507000000002,0.00018772611,0.8997685999999999,0.00019910389,4.8251517000000004e-05,Sneaker,Boot,test/Boot/350.png
1296,1296,0.00061349705,0.34863140000000004,0.0012143466,0.0006042641999999999,0.0008083084,0.005406933399999999,0.0011587784,0.63968295,0.0011788824000000002,0.0007006302499999999,Sneaker,Boot,test/Boot/366.png
1304,1304,3.572977e-05,0.3024998,1.1148027999999999e-05,2.3317238e-05,2.1066313e-05,0.69571805,1.4663354e-05,0.0014960102,3.43833e-05,0.00014587444,Sandal,Boot,test/Boot/373.png
1322,1322,5.431369000000001e-05,0.09091669,0.00010666718000000001,3.2029497e-05,8.984084999999999e-05,0.0016533617000000001,0.0001358177,0.9068436,0.00013167746,3.6041896e-05,Sneaker,Boot,test/Boot/39.png
1333,1333,7.4085697e-06,0.0086068995,1.46156535e-05,2.3105922e-06,2.3282537e-05,0.0005931586,1.7994627e-05,0.9907161,1.6113569e-05,2.0466887e-06,Sneaker,Boot,test/Boot/4.png
1343,1343,0.00032818236,0.2741382,0.00068991905,0.00029275482,0.0004947057499999999,0.0038446607,0.00071708864,0.71842897,0.0007090787400000001,0.00035637550000000004,Sneaker,Boot,test/Boot/408.png
1368,1368,1.6139287e-05,0.07695205,4.1337341999999996e-05,9.959847999999999e-06,3.4284833e-05,0.0006052839,4.3792123e-05,0.92223644,4.878037e-05,1.1952821e-05,Sneaker,Boot,test/Boot/430.png
1383,1383,0.005975725,0.39696556,0.005251729399999999,0.00330736,0.0033734427,0.04207315,0.0065481267,0.52647626,0.0062684333,0.0037601795,Sneaker,Boot,test/Boot/444.png
1388,1388,0.0026132335999999997,0.29656798,0.0022454287,0.0014857544,0.0012444061,0.54031914,0.0024828974,0.14895083,0.0020205237,0.002069765,Sandal,Boot,test/Boot/449.png
1398,1398,2.1366526e-05,0.08563553,5.3522253e-05,1.2737431e-05,4.4788702999999995e-05,0.00074076996,5.5126628e-05,0.9133594,6.1230756e-05,1.550668e-05,Sneaker,Boot,test/Boot/458.png
1429,1429,0.00044980083,0.16957339999999999,0.00079194515,0.00034122355,0.00052335765,0.00832793,0.0010639457,0.8176845,0.0008635146699999999,0.00038038932999999995,Sneaker,Boot,test/Boot/486.png
1432,1432,0.00020373723,0.32306138,0.0004954005000000001,0.00021071456000000001,0.00029839444,0.0029209586999999998,0.00043547086999999997,0.671662,0.00043434044,0.00027762062000000003,Sneaker,Boot,test/Boot/489.png
1481,1481,0.0009646698,0.21233098,0.0013271987,0.00058788585,0.0008324903999999999,0.010906138999999999,0.0016333845999999999,0.7693369999999999,0.001435204,0.0006451458999999999,Sneaker,Boot,test/Boot/532.png
1484,1484,0.95765877,0.0012671693,0.0020387067999999998,0.0011739283,0.011480841,0.0007266488,0.010478526,0.0011150552999999999,0.013359167,0.00070124667,Bag,Boot,test/Boot/535.png
1527,1527,5.479456e-06,0.0016770485000000002,1.2829806e-05,1.5957033000000001e-06,1.9385088000000002e-05,0.0009890798,1.4430194e-05,0.9972696,9.469583e-06,1.1749013e-06,Sneaker,Boot,test/Boot/574.png
1529,1529,7.856071999999999e-05,0.11690449,4.3699525000000006e-05,6.4204556e-05,5.5541210000000004e-05,0.87986016,5.9467635e-05,0.0026557746000000003,0.00013709466,0.00014106393999999999,Sandal,Boot,test/Boot/576.png
1569,1569,4.018062e-05,0.19155297,1.3514023999999999e-05,2.8793566999999998e-05,2.062955e-05,0.80676275,2.7024583999999998e-05,0.001419528,6.8372356e-05,6.62919e-05,Sandal,Boot,test/Boot/611.png
1619,1619,9.019732e-06,0.05876943,2.1467764000000003e-05,4.1436806e-06,1.9250627e-05,0.00043802572,2.312491e-05,0.94068474,2.5345145000000002e-05,5.3584054e-06,Sneaker,Boot,test/Boot/657.png
1631,1631,0.0044549373,0.33319357,0.005143469,0.003604903,0.0035987701000000003,0.027021939,0.006799991,0.60709184,0.005804235600000001,0.003286372,Sneaker,Boot,test/Boot/668.png
1648,1648,6.533945e-05,0.072306395,0.00012423408,3.3714506999999996e-05,0.0001150845,0.0017696435,0.00014027189,0.9252593000000001,0.00015344110000000002,3.2492695e-05,Sneaker,Boot,test/Boot/683.png
1656,1656,6.351663000000001e-05,0.06189385,0.00010546166999999999,2.7185359999999996e-05,0.000104529456,0.0016757585,0.00011654565000000001,0.9358565000000001,0.00013201416,2.4662257e-05,Sneaker,Boot,test/Boot/690.png
1658,1658,0.00022160458,0.27237037,0.00051883183,0.00020862425,0.00033813584000000005,0.0032456366,0.00053023524,0.72179794,0.0004953179,0.00027326387000000004,Sneaker,Boot,test/Boot/692.png
1660,1660,3.7747333e-05,0.27810258,2.0794136e-05,5.216354999999999e-05,3.6556467e-05,0.718571,3.3919652e-05,0.0028600065999999998,8.833988999999999e-05,0.00019691595,Sandal,Boot,test/Boot/694.png
1671,1671,7.677498000000001e-05,0.1279683,0.00016459162,4.90972e-05,0.00012663030000000002,0.0019547967,0.00018548061999999998,0.8692365,0.00017606799,6.176608e-05,Sneaker,Boot,test/Boot/703.png
1713,1713,0.00019705477,0.37913248,0.0004954254,0.000218392,0.00028554810000000003,0.0027824845,0.00039886775999999996,0.6157986,0.0003983046,0.00029283809,Sneaker,Boot,test/Boot/741.png
1715,1715,0.00054886396,0.24547121,0.0010347225,0.00047466886,0.0006064314,0.007913027,0.0011220078,0.74128234,0.0009844642999999999,0.0005622374,Sneaker,Boot,test/Boot/743.png
1751,1751,0.00032130576,0.25892252,0.0006499378400000001,0.0002860625,0.00046505187999999997,0.0043999692,0.0006716827599999999,0.733288,0.00063702447,0.00035842949999999996,Sneaker,Boot,test/Boot/776.png
1770,1770,0.0100291055,0.43733653,0.0075517455,0.005056709,0.0041712383,0.06690196,0.009487985,0.44400397,0.0095562,0.0059046,Sneaker,Boot,test/Boot/793.png
1773,1773,0.0002133405,0.26479647,0.0004872704,0.00019978016999999999,0.00031725437000000003,0.0032168279999999997,0.00046355222000000004,0.7295995,0.00045301404,0.00025296665000000004,Sneaker,Boot,test/Boot/796.png
1835,1835,0.0018290651000000002,0.1498036,0.001704842,0.000796143,0.0015863907999999999,0.014395077,0.0022245608,0.82465667,0.0023223867000000003,0.0006811864,Sneaker,Boot,test/Boot/851.png
1843,1843,0.0002942415,0.38080603,0.0006916888,0.0003372421,0.00042138722999999996,0.0033283394,0.0005848652999999999,0.6125184,0.0006070372,0.0004108291,Sneaker,Boot,test/Boot/859.png
1847,1847,0.0034972131,0.40974948,0.0013093428999999999,0.0015069007999999999,0.0013314253,0.5310481,0.0018370794,0.0438548,0.0030197816,0.0028457993,Sandal,Boot,test/Boot/862.png
1861,1861,0.004111581,0.19359289,0.004207138,0.0023913314,0.003386153,0.02757869,0.0061738067,0.75101376,0.005608394300000001,0.0019363282,Sneaker,Boot,test/Boot/875.png
1880,1880,3.4813183e-05,0.041273836,6.332106e-05,1.6858205e-05,7.899869000000001e-05,0.0009464233300000001,7.249956e-05,0.9574115,8.866200999999999e-05,1.3060473e-05,Sneaker,Boot,test/Boot/892.png
1951,1951,0.0016052304000000002,0.42262879999999997,0.0024188238,0.0014943939000000002,0.0015611442999999999,0.010809387,0.0026281239000000003,0.55259717,0.0025892828,0.0016676608,Sneaker,Boot,test/Boot/956.png
1969,1969,0.0012513844,0.3775656,0.00042553458,0.00046914566,0.00040872925,0.59131205,0.0005738765,0.026046336,0.0010347716,0.0009126861,Sandal,Boot,test/Boot/972.png
1972,1972,0.00018209761999999998,0.20961799,0.0004008057,0.00015706691,0.00027430258,0.0032223552,0.00042803577000000007,0.7851246000000001,0.00040556391000000006,0.00018717018,Sneaker,Boot,test/Boot/975.png
1980,1980,1.0169471e-05,0.06454030000000001,2.700125e-05,5.750554e-06,2.432286e-05,0.00042511025,2.8167213000000003e-05,0.9348998,3.2533742000000005e-05,6.779751e-06,Sneaker,Boot,test/Boot/982.png
1999,1999,0.00018633806,3.0073636999999997e-05,0.45240116,0.0007544223299999999,0.5325703,2.0941332000000003e-05,0.013357537,2.5352813999999997e-05,0.0005523558,0.00010147608000000001,Pullover,Coat,test/Coat/0.png
2024,2024,3.037446e-06,6.592491e-07,0.017786019,2.3767421e-05,0.0019921646,2.124246e-06,0.9800889000000002,2.4680608e-06,9.735641e-05,3.5352934e-06,Shirt,Coat,test/Coat/120.png
2031,2031,2.7490158e-05,5.939026e-06,0.31605092,0.00011629973,0.008916096,1.4611794e-05,0.67464584,1.30490525e-05,0.00018897753,2.0756894e-05,Shirt,Coat,test/Coat/127.png
2032,2032,0.00010190584999999999,1.5622627e-05,0.49349633,0.00079072436,0.002220474,2.6861868e-05,0.50288975,2.3486764e-05,0.00039400565,4.0865700000000004e-05,Shirt,Coat,test/Coat/128.png
2034,2034,0.0011850464,0.00043320458,0.24151546,0.6321333,0.05189507,0.00021525186000000002,0.06086464,0.00017748137,0.008568209,0.0030123861999999998,Dress,Coat,test/Coat/13.png
2038,2038,0.0019165069,0.0008800797999999999,0.1426799,0.006053570699999999,0.059003063,0.0008028907,0.7754551,0.0012585648,0.0097436495,0.0022067549,Shirt,Coat,test/Coat/133.png
2045,2045,0.00044544527,0.00012021271999999999,0.48662922,0.0012456345,0.0062086442,0.00018756816000000003,0.5035856,0.00019052648,0.0011515348,0.00023565400000000002,Shirt,Coat,test/Coat/14.png
2063,2063,4.201885e-05,2.0075859e-06,0.08509207,6.536407e-05,0.91185755,1.3794304e-06,0.0027733606,3.2198400000000003e-06,0.00015498056999999998,7.932118e-06,Pullover,Coat,test/Coat/156.png
2065,2065,1.3392438999999999e-05,1.2852812e-06,0.2043654,5.7242272e-05,0.79320765,7.7827656e-07,0.0022994804,1.5129068999999998e-06,4.4467084e-05,8.77822e-06,Pullover,Coat,test/Coat/158.png
2078,2078,3.3870663e-05,2.6715856999999998e-06,0.3070237,0.00018186154,0.6893575,1.8663130000000002e-06,0.0032522084999999997,2.7933625e-06,0.00012886043,1.4683286e-05,Pullover,Coat,test/Coat/17.png
2081,2081,0.00015547688,1.5580408e-05,0.005417578399999999,0.0016084339000000001,0.009285330999999999,1.8455758000000002e-05,0.9797925,2.4078213999999998e-05,0.0036050375,7.7561934e-05,Shirt,Coat,test/Coat/172.png
2119,2119,0.00039681769999999996,5.2789168e-05,0.43321812,0.54487276,0.012230043000000001,3.088208e-05,0.0059598093000000005,2.9703709999999996e-05,0.0015477458,0.0016613385,Dress,Coat,test/Coat/206.png
2125,2125,9.700366e-05,3.8973118e-05,0.44982404,0.00048952916,0.017638939,6.78986e-05,0.5311056,6.837269e-05,0.0005553317,0.00011427274999999999,Shirt,Coat,test/Coat/211.png
2131,2131,0.00015962422,7.878826e-05,0.48195085,0.001220311,0.026004095,8.6887216e-05,0.48933813,9.988286e-05,0.00083423546,0.00022722667,Shirt,Coat,test/Coat/217.png
2138,2138,0.0006640552,0.00032536645,0.47005847,0.012720348000000001,0.032674506,0.0002518361,0.47900748,0.00032815608,0.0029566415999999996,0.0010131864,Shirt,Coat,test/Coat/223.png
2139,2139,2.1059016e-06,1.2220816e-07,0.01015261,4.986397e-06,0.988698,5.321636499999999e-08,0.0011209614,3.0034016e-07,2.0216027999999997e-05,6.494677e-07,Pullover,Coat,test/Coat/224.png
2140,2140,0.0040929937,0.0018627765,0.33702093,0.42430958,0.047475345,0.0009824876,0.14141162,0.00072722253,0.037468113,0.004648934,Dress,Coat,test/Coat/225.png
2150,2150,0.029978663,0.008231221,0.20879896,0.027485354,0.36751035,0.0033702427,0.28882620000000003,0.006305671800000001,0.047455135999999995,0.012038208,Pullover,Coat,test/Coat/234.png
2160,2160,0.00017750908,2.5125745999999998e-05,0.3177092,0.0005187939,0.6663361999999999,2.1530679e-05,0.014484246000000001,3.133502e-05,0.00059254793,0.00010351811,Pullover,Coat,test/Coat/243.png
2173,2173,6.0003085e-06,9.118911e-07,0.101376146,3.7228157e-05,0.0015005829999999998,4.080138e-06,0.8969946,4.8393166999999996e-06,7.077184000000001e-05,4.9735054e-06,Shirt,Coat,test/Coat/255.png
2185,2185,0.00012545798,4.3463144e-05,0.24518102,0.0007164081,0.0074822027,8.3155406e-05,0.7452916,8.0538586e-05,0.00088208023,0.000114036826,Shirt,Coat,test/Coat/266.png
2197,2197,0.07236775,0.005152326,0.24213699,0.54780495,0.033372942,0.0018344232,0.060142573,0.0017982622,0.026455604,0.00893415,Dress,Coat,test/Coat/277.png
2203,2203,0.012210175,0.0034483766999999998,0.11086486,0.01037571,0.20263029999999999,0.0019941463,0.56595755,0.002490834,0.08707469999999999,0.0029533892,Shirt,Coat,test/Coat/282.png
2214,2214,4.8207682999999996e-05,1.06340585e-05,0.116104044,0.00024958863,0.0026432981,3.0444071e-05,0.88040775,3.1534190000000006e-05,0.00044285322999999994,3.1666335e-05,Shirt,Coat,test/Coat/292.png
2215,2215,6.503615e-05,1.9313553e-05,0.20136057,0.0012419152,0.0047133259999999995,3.169639e-05,0.7917024,3.1740732e-05,0.00077179435,6.2099185e-05,Shirt,Coat,test/Coat/293.png
2217,2217,0.00023440908,2.8481965e-05,0.15141459999999998,0.8230016,0.012522483999999999,1.9516074e-05,0.010170882,1.5758304000000002e-05,0.0016784667999999998,0.0009137862400000001,Dress,Coat,test/Coat/295.png
2222,2222,0.00035419478,9.261773000000001e-05,0.20373952,0.0015961323000000002,0.0065060890000000005,0.00013663287,0.78558993,0.00018183251,0.0016060335000000002,0.00019701831,Shirt,Coat,test/Coat/3.png
2243,2243,2.9089184e-09,2.1987036000000001e-10,4.6680656e-05,7.543092e-08,1.7424232e-05,2.6358704e-09,0.99993384,3.948744999999999e-09,1.9001193999999999e-06,3.781353e-09,Shirt,Coat,test/Coat/318.png
2256,2256,0.0004567271,0.00021121616000000003,0.2922402,0.0019797892,0.01581581,0.00026667472999999996,0.6863866,0.00031806246,0.001900333,0.00042459334,Shirt,Coat,test/Coat/33.png
2257,2257,1.0238012e-05,2.7074051e-07,0.010929971,0.9880655999999999,0.00027784283,1.7873997e-07,0.00039593239999999996,1.4226426000000003e-07,0.000292996,2.6741667e-05,Dress,Coat,test/Coat/330.png
2258,2258,0.003304567,0.0014465566,0.18950233,0.09135632,0.23801921,0.00091822905,0.44342250000000005,0.0014554529999999998,0.016827174,0.013747643,Shirt,Coat,test/Coat/331.png
2262,2262,6.20351e-05,1.2975266999999999e-05,0.055959072,0.00032571235,0.00884318,2.4647728e-05,0.93368137,2.753967e-05,0.0010320274,3.1443676999999996e-05,Shirt,Coat,test/Coat/335.png
2264,2264,0.0021401984,0.00030648493,0.22135627,0.001337515,0.07584088,0.00032455832000000004,0.69371533,0.00045119523,0.0033910896,0.0011365392,Shirt,Coat,test/Coat/337.png
2270,2270,0.026023159,0.012180478,0.11993818,0.091633916,0.37599770000000005,0.005933673,0.08297584,0.010478755,0.036141615,0.23869659,Pullover,Coat,test/Coat/342.png
2306,2306,0.017339865,0.0010523435,0.38044759999999994,0.5095889,0.019141443,0.00058523973,0.04586919,0.0006408806,0.02254195,0.0027926043,Dress,Coat,test/Coat/375.png
2318,2318,0.0014756072,0.00026323373,0.22719257,0.73188615,0.010267468,0.00012223143,0.020946559,0.00010806707,0.0060115815,0.0017266121,Dress,Coat,test/Coat/386.png
2324,2324,6.633748999999999e-05,1.7268223e-05,0.38172916,0.00035265477999999996,0.5917541000000001,1.3345631000000001e-05,0.025648402,1.8205095e-05,0.00033453002,6.608523e-05,Pullover,Coat,test/Coat/391.png
2329,2329,0.0012099222999999999,0.0005793722,0.111022756,0.72267956,0.08318536,0.0002962381,0.060748678,0.00021489182999999998,0.014936736,0.0051265154,Dress,Coat,test/Coat/396.png
2331,2331,0.00011845912399999999,7.968825e-06,0.42253238,0.5697651999999999,0.0036844455,4.6280047e-06,0.003142383,4.652148e-06,0.00055909273,0.00018085785,Dress,Coat,test/Coat/398.png
2333,2333,1.2995588e-05,1.0941633000000001e-06,0.011065102,5.6396017e-05,0.9825966,7.886053000000001e-07,0.006075051999999999,3.3938832000000003e-06,0.00018172628,6.747714999999999e-06,Pullover,Coat,test/Coat/4.png
2342,2342,0.0002982398,6.123739000000001e-05,0.34268168,0.0010715416999999999,0.6380812,3.7228386999999995e-05,0.016420845,5.400059e-05,0.0011000289,0.00019387900000000002,Pullover,Coat,test/Coat/407.png
2347,2347,0.021677952,0.0027197790000000003,0.27545664,0.009907769,0.15862089999999998,0.0019800887,0.44251564,0.0019108343,0.08314228,0.0020681568,Shirt,Coat,test/Coat/411.png
2351,2351,0.00010311088,1.1377650000000001e-05,0.46316034,0.00038561245,0.5253958000000001,1.23164355e-05,0.010567968999999998,1.3647620999999999e-05,0.00029315572,5.6737033e-05,Pullover,Coat,test/Coat/415.png
2357,2357,2.1143305000000002e-05,4.679635e-06,0.41993990000000003,0.00017408729999999998,0.0013684814,1.3469953000000001e-05,0.57831347,9.628176e-06,0.00013891526000000003,1.6298209e-05,Shirt,Coat,test/Coat/420.png
2371,2371,0.0009445723,0.00056096737,0.23926677,0.0028947936,0.27671972,0.00037410916,0.471042,0.00072379375,0.00613164,0.0013417559,Shirt,Coat,test/Coat/433.png
2372,2372,0.0011287652,2.9731771e-05,0.0008998236999999999,0.000987377,0.0013427532,7.333113e-05,0.16841698,4.9704475e-05,0.8270578000000002,1.3826307e-05,Top,Coat,test/Coat/434.png
2374,2374,0.00012997781999999998,3.2873853e-05,0.02851995,0.00039435142999999994,0.8844466999999999,2.0319043e-05,0.08500708,9.3181814e-05,0.0011905907,0.00016490546000000003,Pullover,Coat,test/Coat/436.png
2376,2376,0.0014607979,0.00014470258999999997,0.3103012,0.6666188,0.004688518,5.825175e-05,0.012424022,7.8648976e-05,0.002928719,0.0012962765,Dress,Coat,test/Coat/438.png
2392,2392,1.1625987e-05,1.3074671e-06,0.24202868,0.00016202644,0.0009651150300000001,4.050377e-06,0.7567003999999999,3.5721414e-06,0.00011694681999999999,6.3149982e-06,Shirt,Coat,test/Coat/452.png
2430,2430,0.009682501,0.005312549399999999,0.027947358999999998,0.011914745,0.32991058,0.0016749120000000002,0.49348596,0.003908653,0.11150879,0.0046540867,Shirt,Coat,test/Coat/487.png
2454,2454,0.00013727088,2.045491e-05,0.31618437,0.0005160017,0.6728132,1.1826512499999999e-05,0.009704692,1.9000237e-05,0.00051704206,7.612217e-05,Pullover,Coat,test/Coat/508.png
2460,2460,0.015523535,0.0006507881299999999,0.23822437,0.5515154000000001,0.0091608865,0.0005660112400000001,0.06629985599999999,0.0005511769999999999,0.11628798,0.0012199765,Dress,Coat,test/Coat/513.png
2477,2477,7.6412114e-05,1.8850039e-06,0.35726008,0.6393075,0.00041939365,8.131716e-07,0.0026546326000000003,1.4407068999999999e-06,0.00022511424,5.2751642e-05,Dress,Coat,test/Coat/529.png
2480,2480,0.00012700827,3.0807932e-05,0.38445559999999995,0.00046687275999999996,0.007596179000000001,6.0299393e-05,0.6062634,5.4197069999999994e-05,0.00087681564,6.89712e-05,Shirt,Coat,test/Coat/531.png
2490,2490,0.0012711792,0.0006970032,0.13017511,0.033953015,0.14267653,0.00037428952000000007,0.67164814,0.00042582620000000004,0.017180307,0.0015984579,Shirt,Coat,test/Coat/540.png
2499,2499,0.00027087194,4.2526706000000004e-05,0.41595870000000007,0.00070175563,0.5605555,3.393643e-05,0.02138972,4.274204000000001e-05,0.00085845665,0.00014567183,Pullover,Coat,test/Coat/549.png
2503,2503,3.6676247e-05,5.053236e-06,0.0048401984000000006,9.240495e-05,0.9830426999999999,1.991743e-06,0.011148143999999999,8.954158e-06,0.0008046939,1.9225970000000003e-05,Pullover,Coat,test/Coat/552.png
2519,2519,0.00041211056,0.00010287197,0.07461179,0.0009056403699999999,0.85526097,5.7512224999999996e-05,0.06569564,0.00019615465,0.0024767307999999997,0.0002805496,Pullover,Coat,test/Coat/567.png
2527,2527,4.85711e-05,1.4406006e-05,0.14101805,0.00032120396,0.002365483,3.8921225e-05,0.85546434,2.966635e-05,0.0006643721,3.5004075e-05,Shirt,Coat,test/Coat/574.png
2528,2528,9.313687999999999e-06,8.334189399999999e-07,0.028344677999999998,4.254151e-05,0.9699978000000001,3.2031240000000006e-07,0.0015088929999999999,1.1456299e-06,9.122754000000001e-05,3.1616050000000003e-06,Pullover,Coat,test/Coat/575.png
2538,2538,2.8143293e-05,1.1121778999999998e-05,0.008787796,0.00021481287999999997,0.0024288238,2.5851266e-05,0.9876556000000001,4.2708158000000004e-05,0.000771522,3.3704124e-05,Shirt,Coat,test/Coat/584.png
2548,2548,0.009334933,0.0023910694,0.21325381,0.01806032,0.4721002,0.002072294,0.08030118,0.0042521604,0.007553285,0.19068074,Pullover,Coat,test/Coat/593.png
2549,2549,0.9646921999999999,1.0067068e-05,0.02792967,0.00020625150000000002,0.0062168534,7.125424400000001e-06,0.00074520573,1.36137805e-05,0.00016574781000000004,1.3430688e-05,Bag,Coat,test/Coat/594.png
2553,2553,8.653485e-05,3.179819e-05,0.07675727,0.0006956358599999999,0.004827843,5.900956e-05,0.9159955,6.186961999999999e-05,0.0014221201,6.250097e-05,Shirt,Coat,test/Coat/598.png
2555,2555,0.00047216594000000007,0.000259581,0.41313,0.0020194151,0.055265702,0.00024258475,0.5256696,0.00030169077000000003,0.0020074048000000002,0.0006318131,Shirt,Coat,test/Coat/6.png
2557,2557,0.00016891058000000002,4.2668198e-05,0.37184668,0.0058767814,0.008748532,4.512182e-05,0.6120279000000001,4.3004449999999994e-05,0.0010378008,0.00016262975,Shirt,Coat,test/Coat/600.png
2567,2567,1.1572137e-05,3.2185437e-07,0.046241075,2.3105733e-05,0.9529595,1.800089e-07,0.00072544394,4.774497000000001e-07,3.6906420000000004e-05,1.4066120000000001e-06,Pullover,Coat,test/Coat/61.png
2581,2581,0.0027082670000000003,0.00023171648999999997,0.116830796,0.0014260325,0.8445705,0.00011866656,0.028181106,0.00033914327000000003,0.0049332846,0.0006603253,Pullover,Coat,test/Coat/622.png
2585,2585,0.0016195682000000001,0.00052447064,0.35546035,0.0026872854,0.45313835,0.00037132239999999997,0.17911772,0.0006319817,0.004697804,0.0017510689000000002,Pullover,Coat,test/Coat/626.png
2590,2590,1.9362711999999997e-06,3.1995418e-07,0.027928467999999998,1.717287e-05,0.00031192207999999996,1.7907378e-06,0.9716752000000001,1.5246833000000002e-06,6.027621e-05,1.3222128999999998e-06,Shirt,Coat,test/Coat/630.png
2591,2591,3.6678237e-05,1.3411666e-05,0.07262595,0.00036462254,0.002099636,3.392396e-05,0.9239218000000001,3.5562247000000005e-05,0.0008377034,3.075998e-05,Shirt,Coat,test/Coat/631.png
